bhdid	piN	piS	pin/pis
Brast02G268800	5.86e-05	0.000182718	0.320703342
Brast02G270100	0.004314081	0.003402277	1.267998164
Brast02G270900	0.000888787	0.002335285	0.38059042
Brast02G271200	0.000254851	0.001714457	0.148648039
Brast02G272300	0.006410562	0.008233771	0.778569435
Brast02G273300	0.001200424	0.004749787	0.252732268
Brast02G274500	0.003072227	0.011168217	0.275086664
Brast02G276000	6.43e-05	0.00023013	0.279374474
Brast02G276300	0.002924132	0.004404679	0.663869477
Brast02G278900	0.001412683	0.000620087	2.278203204
Brast02G282300	0.000672691	0.001793744	0.3792714505
Brast02G284400	0.0007660964999999999	0.0008048350000000001	0.5664994560000001
Brast02G285200	0.004357617	0.012650209	0.344469942
Brast02G286000	0.000503025	0.000767474	0.655429188
Brast02G286300	0.005425261	0.001544002	3.513765844
Brast02G286600	0.000134472	0.000465678	0.288766958
Brast02G287000	0.005925772	0.008872855	0.667854059
Brast02G287800	0.001006149	0.000837021	1.202060358
Brast02G288300	0.0020857026666666664	0.0022013460000000003	1.1276354690000001
Brast02G289700	0.001010896	0.000388281	2.603517041
Brast02G292000	0.000402801	0.001135224	0.354820692
Brast02G292200	0.00184167	0.000578735	3.182232885
Brast02G300400	0.010384766	0.014070497	0.738052546
Brast02G307800	0.00104537	0.0004282185	3.071532629
Brast02G308800	0.001311899	0.002956998	0.443659113
Brast02G309100	0.001850412	0.005325473	0.347464299
Brast02G311700	0.000565364	0.000695061	0.813401796
Brast02G312200	0.000184542	0.000499779	0.369246916
Brast02G313100	0.0019909295	0.0030949790000000003	0.8286396995
Brast02G315900	0.0013207995	0.00518326	0.227450571
Brast02G317500	4.66e-05	0.000529946	0.087939265
Brast02G317800	0.000571125	0.001865343	0.306177133
Brast02G318100	0.0061057945	0.006089977	1.1728717605
Brast02G318500	0.000832235	0.004855998	0.17138286
Brast02G318800	0.007644041	0.002836917	2.694489085
Brast02G321000	0.000974542	0.006269031	0.20055714
Brast02G321100	0.001183612	0.000779959	1.517530876
Brast02G323100	0.001898965	0.002377676	0.798664189
Brast02G323600	0.0008872643333333333	0.00069102	1.2211652736666665
Brast02G325400	0.000431811	0.000958508	0.450503675
Brast02G327700	0.007452834	0.023194637	0.321317135
Brast02G330000	0.005326789	0.0042268755	1.2863482880000001
Brast02G332100	3.75e-05	0.000763585	0.049048855
Brast02G333300	0.000460266	0.001316834	0.349524945
Brast02G334400	1.87e-05	1.13e-05	1.648607991
Brast02G337700	2.455e-05	0.00015537475	0.22629822849999998
Brast02G343700	0.000322881	0.000719373	0.448836632
Brast02G343900	0.000208341	0.001079971	0.192913473
Brast02G345700	0.00034812	0.001026884	0.339005715
Brast02G348000	0.000668785	0.000807485	0.828232892
Brast02G356900	0.000344661	0.000231545	1.488528792
Brast02G359200	0.00072277	0.002295092	0.314919785
Brast02G359400	0.001433218	0.002836211	0.505328355
Brast02G362900	0.000131189	0.000442234	0.296651382
Brast02G365500	0.000121588	0.00042952	0.283078739
Brast02G365700	0.002531443	0.005608968	0.451320588
Brast02G376000	0.0007390725000000001	0.0015946255	0.7282133555
Brast02G379300	0.001538667	0.001569815	0.98015836
Brast02G382400	0.002169748	0.003520346	0.616345075
Brast02G382800	0.000615801	0.003097595	0.198799874
Brast02G387800	0.0028107125	0.0025557755000000003	1.1416493985
Brast03G005500	0.000262787	0.000151037	1.739886756
Brast03G011400	0.000686851	0.001580003	0.434714953
Brast03G014800	0.000253439	0.001156577	0.219128252
Brast03G015500	0.003484353	0.004806929	0.724860456
Brast03G018100	0.001769931	0.004342267	0.407605225
Brast03G018900	0.00022943	0.001662333	0.138016701
Brast03G020600	0.00031771249999999995	0.0003218795	0.733740146
Brast03G024800	0.001183602	0.001289522	0.917861651
Brast03G025000	0.00015694	0.000437564	0.358668401
Brast03G026500	0.00147449	0.000345373	4.269267187
Brast03G032400	8.49675e-05	0.0002005	0.3391302645
Brast03G035200	0.000125199	0.000112113	1.116722217
Brast03G036400	3.53e-05	8.62e-05	0.408940281
Brast03G037000	0.000182661	0.000290366	0.629070099
Brast03G037500	0.000644598	0.000314793	2.04768926
Brast03G037600	2.95e-05	0.000135372	0.218091439
Brast03G039900	0.000699063	0.000896245	0.779991749
Brast03G041800	0.000923828	0.006741863	0.137028542
Brast03G044700	0.002150127	0.0020125675	0.884581476
Brast03G049300	8.77e-05	0.000275583	0.318308634
Brast03G052200	0.000950495	0.005669948	0.167637351
Brast03G053500	0.007842263	0.008244091	0.951258635
Brast03G054200	0.000999255	0.000690658	1.446815798
Brast03G058400	0.002457528	0.004424928	0.555382716
Brast03G059500	7.58e-05	0.000342167	0.221503828
Brast03G059700	0.000204592	0.00101015	0.202535771
Brast03G061600	0.0038505495	0.0046785785	0.836743164
Brast03G067000	0.000151955	0.000353343	0.430048443
Brast03G069300	0.000595857	0.000969363	0.614688986
Brast03G074400	0.00374249	0.007801713	0.479701039
Brast03G079400	0.000247991	0.001422204	0.174370954
Brast03G080400	0.000234045	0.000380714	0.614753208
Brast03G084700	0.0028304093333333335	0.005767263666666667	0.4219117386666667
Brast03G086500	7.08e-05	0.000104671	0.676030675
Brast03G090700	0.000208626	0.00484475	0.043062323
Brast03G095000	0.005171059	0.00381182	1.35658538
Brast03G095600	0.002605903	0.005517521	0.47229605
Brast03G096000	0.0009361479999999999	0.00022419549999999998	6.754627901
Brast03G098000	0.003572699	0.002787712	1.281588233
Brast03G102900	0.0004503475	0.001313498	0.3428496035
Brast03G103600	0.002945461	0.0059603469999999995	0.5301525995
Brast03G106800	0.002899767666666667	0.005152896333333334	0.5632935126666667
Brast03G107100	8.1e-05	0.000280325	0.288931368
Brast03G107300	0.001507622	0.002007845	0.750865728
Brast03G110700	0.002685261	0.0013956005	1.652876064
Brast03G118800	0.001800985	0.00203284	0.885945228
Brast03G121200	0.0032062415	0.0031811435	0.8488066295
Brast03G121700	0.000940033	0.002755382	0.341162594
Brast03G121800	0.001374908	0.001641372	0.837657851
Brast03G124400	0.001058332	0.002456183	0.430884767
Brast03G128600	0.000762246	0.00209272	0.364237144
Brast03G129200	0.0009671325000000001	0.0017517384999999998	0.812027191
Brast03G130800	0.0013627457499999999	0.00251355675	0.7288747544999999
Brast03G132300	0.00064096	0.000477137	1.343346165
Brast03G134800	0.000891892	0.002423266	0.368053601
Brast03G139200	0.0023371675	0.0027076294999999998	1.17913964
Brast03G141100	0.0007236565	0.000687566	1.2587830565
Brast03G141200	0.0004954825	0.002845994	0.21282042
Brast03G144100	0.000943941	0.000277476	3.401884777
Brast03G145400	0.002380783	0.00195729	1.216367117
Brast03G147500	0.00152626	0.003888451	0.392511125
Brast03G153200	0.007939561500000001	0.033573159	0.2367075215
Brast03G153800	0.000626083	0.0011777635	0.8162207340000001
Brast03G156800	0.003318337	0.0031320124999999997	1.068225504
Brast03G161400	0.000711248	0.001153904	0.616384702
Brast03G161900	0.001355504	0.007585567	0.178695111
Brast03G164300	0.00597254	0.0033981355	3.0880072189999996
Brast03G164600	0.004696116	0.001322089	3.552041449
Brast03G164700	0.001149902	0.006928997	0.165955102
Brast03G164900	0.000138986	0.001031145	0.134787972
Brast03G165300	9.53e-05	0.000484477	0.196757384
Brast03G166300	0.001156528	0.003579227	0.323122321
Brast03G166800	0.000547963	0.000749442	0.731160336
Brast03G168000	0.000438723	0.000722286	0.607408679
Brast03G170000	0.000797775	0.001621418	0.492023088
Brast03G170200	0.0023222115	0.0018706605	1.923639396
Brast03G171600	0.001137447	0.008467114	0.134337052
Brast03G174100	0.002071146	0.001291074	1.604203595
Brast03G176300	0.0011651	0.001490398	0.781737254
Brast03G176900	0.003941067	0.010701885	0.368259133
Brast03G177000	4.37e-05	0.000417991	0.104503378
Brast03G178900	0.000420181	0.001169473	0.35929063
Brast03G179300	0.0003774275	0.0032583285	0.100498714
Brast03G179400	0.001498605	0.002276244	0.658367232
Brast03G179800	0.003046834	0.011080476	0.274973228
Brast03G179900	0.006197379	0.002676187	2.315749241
Brast03G180300	0.000209905	0.001601519	0.131065942
Brast03G186700	0.00088501	0.000270831	3.26775155
Brast03G187000	0.000373113	0.002346674	0.158996708
Brast03G188300	0.000947281	0.002648738	0.43782122749999997
Brast03G190000	0.001078638	0.002354869	0.458045887
Brast03G192800	0.000322925	0.0004082215	0.891250095
Brast03G194400	0.004147605	0.001480308	2.801852906
Brast03G194500	0.000145484	0.001715663	0.084797364
Brast03G198000	0.000165908	0.000168733	0.983255789
Brast03G198700	0.003266137	0.002196067	1.487266486
Brast03G200200	0.002099619	0.0033802955	0.606578897
Brast03G200400	0.0008532473333333334	0.00025201266666666667	7.021674264333334
Brast03G202400	0.000835295	0.008838381	0.094507657
Brast03G202500	0.0031000424999999996	0.004087876	0.8529465414999999
Brast03G202800	0.00039529	0.000844207	0.468238951
Brast03G204000	0.003770914	0.005253674	0.717766993
Brast03G204100	0.001285112	0.001704951	0.753752845
Brast03G204400	0.000564193	0.003158869	0.178605992
Brast03G205100	0.0002511085	0.0008856165	0.43408853950000004
Brast03G206600	0.0011332445	0.012915262	0.0861853565
Brast03G206700	0.000370671	0.003544138	0.104587097
Brast03G208300	0.000997439	0.000605745	1.646631342
Brast03G208700	0.000212351	0.003792233	0.055996252
Brast03G209400	0.004167581	0.003185296	1.308381105
Brast03G209600	0.0005454689999999999	0.0006201346666666667	1.9051320756666668
Brast03G210400	0.011255585	0.003714623	3.030075084
Brast03G214100	0.001206636	0.002455066	0.491488312
Brast03G219200	0.0013734440000000001	0.001188506	0.782857436
Brast03G220600	0.000990361	0.001392294	0.711315716
Brast03G220800	7.17e-05	0.00018884	0.379878049
Brast03G225900	0.000254278	0.000495783	0.512881196
Brast03G229200	0.000986771	0.002665563	0.370192208
Brast03G232000	0.000573373	0.000786574	0.728950383
Brast03G232700	0.0003997	0.000492523	0.811537136
Brast03G232900	3.62e-05	0.001317189	0.02748409
Brast03G239700	0.000609665	0.000439478	1.387246591
Brast03G240400	0.0031665499999999997	0.0046066425	1.00632822
Brast03G243200	0.001077814	0.001989212	0.541829665
Brast03G244600	9.07e-05	0.000215792	0.420286994
Brast03G246500	0.000574639	0.001761649	0.32619357
Brast03G250100	5.15e-05	0.000159263	0.323138177
Brast03G251700	0.000709891	0.000370713	1.914932192
Brast03G253300	0.000325668	0.001840132	0.176980626
Brast03G253900	0.0002280395	0.000852446	0.298616857
Brast03G255600	0.002142921	0.004793044	0.447089752
Brast03G257000	0.000763713	0.002774952	0.275216631
Brast03G258900	0.00035232	0.002181435	0.161508364
Brast03G260300	0.0008802655	0.0023210534999999997	0.414599437
Brast03G260900	0.00025372	0.001382257	0.18355471
Brast03G263500	0.001287035	0.00053687	2.397295718
Brast03G263700	0.000844129	0.004460555	0.189243046
Brast03G264300	0.0003769815	0.00026469600000000003	1.5420470675
Brast03G265100	0.000154346	0.000923787	0.16708019
Brast03G265600	0.00054706	0.000873113	0.626562588
Brast03G266800	0.002507561	0.002679723	0.935753814
Brast03G267100	0.000457959	0.00172319	0.265762604
Brast03G269200	0.00152696	0.003123662	0.488836487
Brast03G269400	0.00132574	0.001437358	0.922344695
Brast03G270000	0.001118772	0.000806169	1.387762941
Brast03G273600	0.007221517	0.006896092	1.047189813
Brast03G273900	0.0001695355	0.00053126	0.2608430865
Brast03G274000	0.000700509	0.005849863	0.119747944
Brast03G274300	0.00084476	0.000172203	4.905613542
Brast03G283100	0.001189753	0.001307363	0.910040744
Brast03G285500	0.000181467	0.000616054	0.294563149
Brast03G288500	0.001403542	0.001836067	0.76442863
Brast03G293400	0.001316752	0.001829028	0.719919015
Brast03G293900	5.85e-05	0.000223648	0.26170878
Brast03G295900	0.001595076	0.004589964	0.347513856
Brast03G296500	9.32e-05	0.000234509	0.397606443
Brast03G296800	0.0007028564999999999	0.001160417	0.38803146
Brast03G297500	0.000196559	0.000328935	0.6913044079999999
Brast03G297800	0.000347186	0.000380578	0.912258913
Brast03G301700	0.000217756	0.002726951	0.079853356
Brast03G304800	0.000410302	0.001688083	0.243058018
Brast04G002700	0.000211762	0.000602398	0.35153223
Brast04G005100	0.0011183624999999999	0.0054722880000000005	0.155161169
Brast04G010200	0.00036917600000000003	0.0005875295	0.628419974
Brast04G015100	0.000217524	0.000198422	1.096271134
Brast04G021800	7.48e-05	0.000450498	0.166091612
Brast04G022200	0.000444794	0.00033547	1.325882166
Brast04G023600	0.001339609	0.00058143	2.303988852
Brast04G024400	0.000176606	0.000994802	0.177528907
Brast04G025400	0.00134687	0.003433142	0.392313924
Brast04G026000	0.000652552	0.000453735	1.438179343
Brast04G027000	0.000426755	0.000394998	1.0546327263333335
Brast04G029600	0.000229512	0.000712919	0.321932246
Brast04G033100	0.000613335	0.001007719	0.608637516
Brast04G033900	0.004307274	0.001231275	3.498223029
Brast04G034400	0.004842211	0.008248694	0.587027556
Brast04G036600	0.000186529	0.001020742	0.18273874
Brast04G037300	0.000557076	0.002278268	0.244517356
Brast04G039400	0.001369488	0.000976554	1.402368581
Brast04G039800	0.003813402	0.003644496	1.046345656
Brast04G041800	0.001281721	0.004227529	0.303184503
Brast04G042200	0.00036087633333333337	0.00042672733333333333	2.0650153976666665
Brast04G045400	0.000422576	0.000103464	4.084304601
Brast04G047300	0.004263801	0.002597496	1.641504633
Brast04G052900	0.000678305	0.000130192	5.210028709
Brast04G053800	0.000110056	0.000110606	0.995031371
Brast04G055400	0.000210554	0.00022811	0.92303706
Brast04G056600	4.6e-05	0.000123173	0.373850711
Brast04G057700	3.5e-05	0.000654761	0.053396992
Brast04G066600	0.000103402	0.00055297	0.186993587
Brast04G067300	0.000649815	0.00183932	0.353291044
Brast04G067800	0.004483529	0.023865652	0.187865354
Brast04G072300	0.001222919	0.002739133	0.446461973
Brast04G080000	0.001050626	0.000947054	1.109362475
Brast04G081300	0.003345722	0.005663898	0.590710095
Brast04G081900	0.000208672	0.000816352	0.255614986
Brast04G082000	0.002156008	0.004001552	0.538793103
Brast04G082100	0.000757921	0.003932006	0.192756706
Brast04G082600	0.000648937	0.000945564	0.686295766
Brast04G085200	0.001674032	0.004426137	0.378215138
Brast04G085400	0.000201032	0.000302692	0.664147917
Brast04G086700	0.000162901	0.000355427	0.45832625
Brast04G087100	0.001455695	0.011639395	0.125066201
Brast04G089000	2.76e-05	0.000740217	0.037323878
Brast04G091500	0.000180032	0.002556901	0.070410272
Brast04G092400	0.001245718	0.001912046	0.651510433
Brast04G095600	0.000982675	0.000839235	1.170916859
Brast04G099700	0.00017434	0.001606795	0.108501577
Brast04G099900	0.000604351	0.000704144	0.858277964
Brast04G101500	0.001552186	0.000760503	2.040999548
Brast04G105200	0.001069967	0.00715049	0.149635408
Brast04G105700	0.002555295	0.005571011	0.458677087
Brast04G107200	0.00185369	0.003463299	0.535238074
Brast04G108800	0.00530638	0.00240554	2.205899276
Brast04G109900	0.0001803	0.000332068	0.542960629
Brast04G111800	0.001569703	0.0020581734999999997	0.764353963
Brast04G116000	0.001264272	0.00406756	0.310818335
Brast04G116600	0.011113141	0.010450802	1.063376814
Brast04G118600	0.010570091	0.019582011	0.539785775
Brast04G120800	0.0011766	0.006260752	0.187932778
Brast04G122000	0.001382371	0.014972268	0.092328784
Brast04G126100	0.000235777	0.000810099	0.291047334
Brast04G126500	0.000586283	0.00176974	0.331282197
Brast04G127500	0.001586624	0.012977573	0.122258928
Brast04G130300	0.002820798333333334	0.0014027863333333334	1.317051075
Brast04G131100	0.000389322	0.000541027	0.719597312
Brast04G131700	0.000444525	0.0006206155	0.5361831505
Brast04G132200	0.000529159	0.002325556	0.227540677
Brast04G132400	0.004022771	0.00605969	0.663857504
Brast04G134500	0.001061062	0.000648842	1.5527402824999998
Brast04G136200	0.0012633195	0.0033322695	0.323745665
Brast04G137600	0.0003229995	0.000271505	0.99673872
Brast04G139600	0.002590757	0.007228026	0.358432226
Brast04G139900	0.002209511	0.004723615	0.467758447
Brast04G142500	0.001988195	0.003081899	0.645119951
Brast04G145500	0.00403663	0.001955668	2.064067549
Brast04G145700	0.0035752310000000003	0.003130619	1.2357988153333332
Brast04G146200	0.005551262499999999	0.0048569749999999995	1.1367425065
Brast04G146900	0.001305677	0.000797405	1.637408048
Brast04G148000	0.001066955	0.000726614	1.468393856
Brast04G148400	0.001805002	0.002801292	0.64434646
Brast04G149700	0.001410233	0.002411905	0.5846968
Brast04G150200	0.000406178	0.001437597	0.282539824
Brast04G151100	0.003330942	0.001763825	1.888476945
Brast04G153100	0.001113036	0.001618512	0.687690575
Brast04G157500	0.0003943445	0.0003316765	1.3381293075
Brast04G159200	0.000494637	0.006533581	0.075706938
Brast04G159500	0.000430623	0.004230003	0.10180197
Brast04G161400	0.001184853	0.007648995	0.154903051
Brast04G161500	0.000108916	0.000591885	0.184016386
Brast04G162400	0.0016280009999999998	0.0015414703333333335	1.090922379
Brast04G163800	0.001137247	0.002056941	0.552882723
Brast04G165400	0.000117798	0.000759652	0.155068623
Brast04G171500	0.000255239	0.000483188	0.528239716
Brast04G173000	0.00017163	0.0011203283333333332	0.428455963
Brast04G173200	0.001923063	0.00066507	2.891518329
Brast04G173300	0.000603585	0.002028777	0.26979119900000004
Brast04G179400	0.001886012	0.001833616	1.028575155
Brast04G181500	0.003431066	0.00758393	0.452412691
Brast04G182200	0.001187096	0.006407907	0.185254876
Brast04G184200	0.000564917	0.001233832	0.457855378
Brast04G185200	0.002955927	0.006874408	0.429990027
Brast04G189000	0.000125589	0.000425847	0.294915752
Brast04G189900	0.003104425	0.002107615	1.472956494
Brast04G199100	0.003498116	0.004341117	0.805810098
Brast04G199200	3.36e-05	0.000107449	0.312793323
Brast04G199900	0.00508845	0.010087899	0.504411331
Brast04G216900	0.001567965	0.001024542	1.53040521
Brast04G220200	0.000729028	0.00161875	0.450364766
Brast04G223100	0.000898759	0.001209127	0.743312065
Brast04G224300	0.001393271	0.002641352	0.527484066
Brast04G225100	0.000519052	0.000731158	0.7099406355
Brast04G225300	0.0024985333333333334	0.0032468356666666667	0.9008601243333333
Brast04G225400	0.000339494	0.000412735	0.822546776
Brast04G226400	0.000552634	0.000234094	2.360736788
Brast04G228000	0.001390721	0.002290234	0.607239852
Brast04G229600	0.00035251200000000003	0.0010462165000000002	0.39672057699999996
Brast04G230200	0.003531446	0.003899832	0.905537978
Brast04G232700	0.00036465	0.000943237	0.386594451
Brast04G236100	0.003175643	0.003207907	0.989942562
Brast04G236300	0.000323208	0.001525863	0.211819645
Brast04G237000	0.000303184	0.000377092	0.804005205
Brast04G238300	0.0026904	0.003902636	0.689380186
Brast04G240700	0.001214129	0.00100916	1.203108543
Brast04G242300	0.001073766	0.003158481	0.339962765
Brast04G242700	0.0008148739999999999	0.002027868	0.4161102125
Brast04G244600	0.002238456	0.004004196	0.559027585
Brast04G244700	0.0005218995	0.000922422	0.448103099
Brast04G245700	0.000913977	0.003563431	0.256487965
Brast04G246000	0.000693182	0.000371214	1.867340811
Brast04G248800	0.000646389	0.001555602	0.415523136
Brast04G250200	0.00194783	0.0015415295	1.2740182755
Brast04G250900	0.003556786	0.006058071	0.587115243
Brast04G255200	0.000104823	0.000326545	0.321005724
Brast04G258400	9.45e-05	5.26e-05	1.796562971
Brast04G262900	6.61e-05	0.000209249	0.315779924
Brast04G264400	0.000142312	0.000992848	0.143337214
Brast04G264900	0.000473564	0.00075951	0.623512529
Brast04G267500	0.000223599	0.000221595	1.009044587
Brast04G269500	0.001562216	0.002850827	0.54798691
Brast04G270900	4.13e-05	0.000130904	0.315470177
Brast04G273700	3.08e-05	0.000188054	0.16365839
Brast04G277100	0.003268852	0.004727986	0.691383491
Brast04G279400	0.006294157	0.008397387	0.749537548
Brast04G282200	0.003477031	0.011889782	0.292438613
Brast04G283000	0.003465881	0.00146866	2.359892531
Brast04G284500	0.00111297	0.001028789	1.081825949
Brast04G293900	0.000359913	0.001180664	0.304839283
Brast04G294500	0.000709286	0.000643557	1.10213443
Brast04G295800	0.002525859	0.003975508	0.635354873
Brast04G297500	0.001276427	0.001450659	0.879894734
Brast04G297800	0.0010344135	0.000604307	1.290747228
Brast04G297900	9.71e-05	0.000501243	0.193670426
Brast04G299000	0.003876478	0.008604075	0.450539813
Brast04G301500	0.001349943	0.000592331	2.279033113
Brast04G302700	0.001387716	0.00045753	3.033063346
Brast04G303700	0.001381537	0.001843241	0.749514976
Brast04G305100	0.000981032	0.001346499	0.728579717
Brast04G305500	0.00049516	0.001163677	0.425512953
Brast04G306400	0.001715859	0.000809916	2.118563889
Brast04G306500	0.000325908	0.000999171	0.3902514856666666
Brast04G310800	0.000470772	0.001393504	0.337833345
Brast04G311100	0.000102141	0.00023706	0.430864623
Brast04G326500	8.73365e-05	0.00013244599999999999	1.6987520075
Brast04G327000	0.000633328	0.000967349	0.654704735
Brast04G327100	0.014645915333333334	0.024843560666666667	0.453250374
Brast04G328300	0.00121213	0.005097127	0.237806605
Brast04G329300	0.000379821	0.000577139	0.658109908
Brast04G330600	0.001830879	0.001240574	1.475832285
Brast04G333300	0.001405112	0.002252838	0.623707591
Brast04G333500	0.001828772	0.018094608	0.101067212
Brast04G340700	0.000325985	0.001468494	0.221985954
Brast04G343600	0.006673299	0.00916031	1.1561568660000001
Brast05G005400	0.001553751	0.002081735	0.6935202570000001
Brast05G006100	0.000445791	0.001389552	0.320816337
Brast05G006400	0.001702726	0.00987047	0.172507111
Brast05G007200	0.000442031	0.000595801	0.741910347
Brast05G007600	2.8e-05	0.001895127	0.014792986
Brast05G008900	0.0031991236666666666	0.0023626796666666667	1.0989185086666666
Brast05G010600	0.0014394745	0.0024027025	2.285983953
Brast05G011400	8.59e-05	0.000251494	0.341402381
Brast05G015200	0.00060571	0.001818469	0.333087802
Brast05G016100	0.000780876	0.000806218	0.968566989
Brast05G017900	0.000334576	0.002387217	0.140152968
Brast05G019500	0.00030736299999999995	0.0002174525	1.0342109055
Brast05G019600	0.000485743	0.000236614	2.052891561
Brast05G020300	0.000949645	0.0007038805	1.115302741
Brast05G025400	0.000235716	0.000772639	0.305078506
Brast05G031700	0.001325351	0.000322035	4.115549856
Brast05G032700	0.000586824	0.00078235	0.750078243
Brast05G038800	0.002034308	0.005982315	0.340053616
Brast05G039300	0.001016236	0.002826218	0.359574627
Brast05G043300	0.00053143	0.001505583	0.352972954
Brast05G044600	0.001606606	0.004399516	0.365177884
Brast05G049800	0.002105304	0.000771116	2.730204719
Brast05G053400	0.0002003	0.000493406	0.405953213
Brast05G053800	0.001997872	0.001343299	1.487287254
Brast05G054300	0.00012029	0.002136791	0.056294777
Brast05G054600	4.07e-05	0.000152497	0.266608392
Brast05G054900	0.004547952	0.006130857	0.741813469
Brast05G057700	0.000485299	0.001443527	0.336189976
Brast05G058100	0.005294578	0.005593332	0.946587553
Brast05G059500	0.00010036800000000001	8.21315e-05	0.9739477125
Brast05G061600	0.000140718	0.000580279	0.242500462
Brast05G065600	0.000888008	0.000671181	1.323052574
Brast05G068700	0.00072921	0.001734717	0.420362295
Brast05G069700	0.001310292	0.000467787	2.801044359
Brast05G080900	0.0009879239999999998	0.0016895579999999999	0.5922371965
Brast05G084500	0.0007342599999999999	0.0012818335	0.6620076465
Brast05G086000	0.000406426	0.0019921415	0.2067649735
Brast05G096700	0.001647794	0.001405149	1.172682579
Brast05G098600	0.000650524	0.001732769	0.375424648
Brast05G100400	0.000186325	0.0006216715	0.27676996
Brast05G101200	0.00022434766666666668	0.000340388	1.8555860506666668
Brast05G104200	0.002931202	0.0023335155	2.613771084
Brast05G104900	0.001068045	0.000833791	1.280951366
Brast05G106900	0.0005413585	0.000253662	8.1201335615
Brast05G111900	0.000211624	0.004844446	0.04368378
Brast05G114400	0.002165489	0.001082795	1.999907916
Brast05G114600	9.55e-05	0.000465343	0.205126356
Brast05G115400	0.000927884	0.001083707	0.856213312
Brast05G117300	0.0005474885	0.0021008	0.2598433885
Brast05G117600	0.000994903	0.001390996	0.715244768
Brast05G118000	0.001630906	0.002297492	0.709863869
Brast05G118700	0.0009924115	0.0014050665	0.743805225
Brast05G121500	0.000389443	0.001253338	0.310724253
Brast05G132800	1.88e-05	1.74e-05	1.079908988
Brast05G133400	0.00075314	0.0003394225	2.584716021
Brast05G134400	3.62e-05	0.000114761	0.315769924
Brast05G134700	0.011638636	0.024277082	0.479408354
Brast05G135400	0.001279259	0.018285237	0.069961312
Brast05G135600	0.000340524	0.000499778	0.681350023
Brast05G135700	0.0007259549999999999	0.001342976	0.554728303
Brast05G139200	0.000388166	0.001563569	0.248256266
Brast05G143300	0.0009035075	0.000626188	2.137372727
Brast05G143500	0.00168963	0.002708355	0.623858532
Brast05G147300	0.008578554	0.006399281	1.340549547
Brast05G149900	0.000660666	0.001218798	0.542064076
Brast05G153300	0.005343548	0.009999964	0.534356728
Brast05G155400	4.82e-05	0.000120001	0.40140896
Brast05G155600	0.006584517	0.018624653	0.353537701
Brast05G155800	0.007153727	0.00975028	1.3697452915000001
Brast05G160800	0.003031316	0.001024803	2.957950689
Brast05G161400	0.001985917	0.002895718	0.68581153
Brast05G161700	2.38e-05	8.87e-05	0.268885774
Brast05G163100	0.000149312	0.000391571	0.3610244955
Brast05G163200	0.0006066535	0.000213739	2.3578710615
Brast05G164300	0.002178716	0.003371884	0.7010692414999999
Brast05G164600	0.001947986	0.006756997	0.288291703
Brast05G165200	0.000351389	0.001172542	0.299681179
Brast05G166300	0.000258388	0.004174628	0.061894768
Brast05G170300	8.12e-05	0.003761453	0.021582269
Brast05G172400	9.98e-05	0.000612233	0.162944084
Brast05G172500	0.002115553	0.001211562	1.746136949
Brast05G179500	0.000854804	0.000913722	0.935519289
Brast05G179900	0.001263796	0.007749913	0.163072279
Brast05G180100	0.000271194	0.001161412	0.233503998
Brast05G180600	0.000822816	0.001373923	0.598880752
Brast05G181600	0.000811155	0.001931897	0.419874776
Brast05G182700	0.003457489	0.007203029	0.480004914
Brast05G182800	0.003466587	0.0048859	0.709508393
Brast05G182900	0.000141529	0.000437265	0.32366815
Brast05G183300	0.00409745	0.003635192	1.127162032
Brast05G184100	0.000428494	0.000962731	0.445082461
Brast05G184200	0.00189564	0.00233195	0.812898866
Brast05G185300	0.010939681	0.011324429	0.966025011
Brast05G187000	0.006267123	0.0076960395	0.8111870345000001
Brast05G192200	0.000261317	0.001329217	0.196594375
Brast05G194200	0.000585724	0.000694049	0.843922755
Brast05G200100	0.000492128	0.001991874	0.247067644
Brast05G201500	0.0001576	0.000285462	0.552086044
Brast05G202900	0.000235861	0.000487926	0.48339558
Brast05G204900	0.005951339	0.003604633	1.651025076
Brast05G205100	0.0012953399999999999	0.0016791605	0.8462575965000001
Brast05G206900	0.00065367	0.000383461	1.704656007
Brast05G208600	5.71e-05	0.000167518	0.340715162
Brast05G208800	0.001295781	0.002671356	0.485064889
Brast05G209100	0.00053946	0.000464439	1.161531527
Brast05G210400	0.000814375	0.002331445	0.349300652
Brast05G210800	0.001333063	0.002757868	0.48336713
Brast05G214700	0.000254008	0.000665575	0.38163675
Brast05G215100	0.00036339149999999997	0.0008397025000000001	0.4179815225
Brast05G216900	0.000691998	0.002208095	0.313391559
Brast05G218900	0.0011337435	0.0007481725	1.524978334
Brast05G221800	0.000862123	0.000654349	1.317528509
Brast05G223500	0.00048018	0.000115838	4.145259333
Brast05G223900	0.000895209	0.004517746	0.198153936
Brast05G224300	0.000635731	0.001020036	0.623244011
Brast05G224400	0.000550853	0.000640225	0.860405624
Brast05G225900	0.000970363	0.000413823	2.344874639
Brast05G226100	0.001096432	0.002702807	0.405664096
Brast05G227000	0.00154481	0.002783796	0.554929271
Brast05G229000	0.001165087	0.0014192243333333333	0.5899688906666667
Brast05G230700	0.0001380745	0.0008914375	0.1590413325
Brast05G233400	0.002570208	0.00212515	1.209424308
Brast05G234200	0.011950673	0.007452802	1.6035141
Brast05G236900	0.000699769	0.001901455	0.368017525
