bsid	atid
Brast10G092000	AT3G05000
Brast10G184500	AT3G20620
Brast10G178400	AT4G29090
Brast10G076400	AT2G03530
Brast10G007900	AT4G37850
Brast10G193200	AT3G55350
Brast10G122500	AT2G02650
Brast10G167100	AT3G22120
Brast10G196100	AT3G53600
Brast10G061100	AT4G32300
Brast10G117800	AT1G28190
Brast10G109500	AT4G17180
Brast10G053900	AT3G16890
Brast10G036300	AT2G14850
Brast10G123900	AT2G39530
Brast10G069500	AT5G22020
Brast10G066900	AT5G27330
Brast10G163400	AT1G27330
Brast10G065400	AT3G06350
Brast10G098000	AT1G47056
Brast10G088700	AT4G15090
Brast10G022900	AT4G14770
Brast10G092800	AT1G55860
Brast10G132800	AT3G11480
Brast10G037900	AT1G48420
Brast10G045700	AT3G13570
Brast10G180100	AT1G02890
Brast10G009600	AT3G55510
Brast10G136500	AT3G63310
Brast10G010800	AT5G39890
Brast10G013900	AT3G17630
Brast10G131700	AT1G06820
Brast10G011200	AT3G54750
Brast10G005100	AT4G10620
Brast10G061800	AT3G27530
Brast10G159600	ATCG01110
Brast10G133900	AT1G03103
Brast10G130100	AT2G36800
Brast10G020600	AT3G13460
Brast10G111500	AT3G26720
Brast10G067700	AT5G18980
Brast10G029800	AT3G62940
Brast10G025400	AT3G54650
Brast10G128900	AT4G29090
Brast10G024600	AT3G07040
Brast10G113100	AT3G27325
Brast10G078300	AT3G54190
Brast10G169100	AT3G09220
Brast10G010700	AT5G41480
Brast10G013700	AT4G18370
Brast10G080400	AT5G45890
Brast10G187300	AT4G23200
Brast10G145400	AT3G47890
Brast10G179400	AT4G29830
Brast10G015800	AT4G21060
Brast10G108500	AT1G28130
Brast10G146600	AT3G50000
Brast10G059600	AT4G11650
Brast10G004500	AT5G62710
Brast10G096200	AT1G05830
Brast10G110100	AT4G32090
Brast10G182200	AT5G47850
Brast10G103500	AT4G38180
Brast10G051100	AT1G09300
Brast10G190200	AT1G09430
Brast10G028000	AT3G21850
Brast10G149800	AT3G07040
Brast10G111000	AT2G01980
Brast10G083200	AT4G33670
Brast10G161100	AT3G46730
Brast10G027300	AT3G50780
Brast10G127500	AT4G01710
Brast10G070500	AT5G12870
Brast10G125800	AT5G36160
Brast10G015300	AT1G21230
Brast10G036200	AT5G67390
Brast10G122800	AT2G06925
Brast10G030000	AT4G33280
Brast10G100600	AT4G37260
Brast10G074700	AT2G14880
Brast10G141400	AT3G06910
Brast10G017000	AT4G05410
Brast10G169300	AT3G07040
Brast10G137700	AT5G35450
Brast10G018400	AT4G26850
Brast10G061900	AT5G18590
Brast10G196900	AT3G14470
Brast10G102100	AT4G25050
Brast10G024400	AT5G48620
Brast10G131800	AT5G06550
Brast10G073000	AT1G27740
Brast10G159500	ATCG01120
Brast10G034800	AT2G14820
Brast10G052700	AT5G26820
Brast10G093600	AT3G07230
Brast10G153500	AT1G53850
Brast10G195600	AT3G46060
Brast10G148800	AT1G06490
Brast10G016300	AT1G30320
Brast10G107600	AT5G48385
Brast10G151300	AT1G11870
Brast10G028800	AT1G04700
Brast10G002800	AT5G15050
Brast10G081200	AT5G56510
Brast10G167700	AT5G45540
Brast10G143500	AT1G43770
Brast10G159400	AT4G29090
Brast10G063100	AT1G73040
Brast10G185700	AT3G14470
Brast10G130700	AT3G21175
Brast10G080800	AT1G74120
Brast10G121900	AT2G01070
Brast10G020700	AT4G20760
Brast10G124900	AT3G50170
Brast10G055100	AT1G31950
Brast10G082200	AT4G31180
Brast10G194800	AT3G46530
Brast10G067000	AT4G02980
Brast10G148700	AT5G09960
Brast10G162900	AT5G19000
Brast10G082800	AT4G27745
Brast10G079800	AT5G05800
Brast10G015900	AT3G63520
Brast10G090800	AT5G40890
Brast10G143300	AT3G07040
Brast10G062100	AT2G47870
Brast10G070900	AT3G07760
Brast10G123800	AT2G39530
Brast10G169800	AT3G44090
Brast10G048800	AT5G67150
Brast10G058200	AT5G18980
Brast10G133300	AT3G22480
Brast10G054400	AT5G62570
Brast10G096700	AT4G34120
Brast10G076500	AT2G03530
Brast10G002400	AT4G31640
Brast10G000700	AT3G45240
Brast10G144300	AT1G09310
Brast10G164800	AT3G50170
Brast10G018200	AT1G79030
Brast10G053800	AT4G02080
Brast10G086200	AT5G41050
Brast10G022600	AT1G03090
Brast10G022200	AT5G10530
Brast10G188600	AT4G24680
Brast10G196200	AT5G17600
Brast10G063700	AT1G66235
Brast10G093200	AT1G09340
Brast10G187700	AT3G06510
Brast10G095100	AT2G15230
Brast10G167800	AT4G15475
Brast10G083700	AT1G29930
Brast10G120400	AT1G12930
Brast10G035000	AT2G26510
Brast10G017100	AT1G30500
Brast10G165200	AT5G64700
Brast10G120100	AT3G50150
Brast10G152500	AT4G37210
Brast10G106300	AT5G47750
Brast10G099500	AT4G35220
Brast10G121500	AT2G32900
Brast10G074300	AT5G43140
Brast10G061500	AT3G04600
Brast10G067100	AT5G59970
Brast10G021100	AT5G10530
Brast10G154300	AT1G49620
Brast10G032000	AT1G13570
Brast10G142300	AT1G47710
Brast10G175400	AT3G62950
Brast10G069800	AT5G22020
Brast10G036500	AT5G39610
Brast10G197300	AT3G07040
Brast10G195300	AT4G29990
Brast10G200100	AT2G39730
Brast10G004300	AT5G62680
Brast10G022100	AT1G28250
Brast10G150900	AT4G34210
Brast10G002300	AT3G52080
Brast10G149500	AT1G71840
Brast10G033200	AT4G33300
Brast10G059300	AT5G57580
Brast10G199600	AT2G29060
Brast10G071800	AT5G25620
Brast10G041400	AT3G55390
Brast10G001200	AT2G01980
Brast10G173400	AT1G11800
Brast10G008600	AT4G19670
Brast10G065700	AT3G58140
Brast10G102800	AT5G23670
Brast10G032700	AT4G29360
Brast10G189600	AT3G47570
Brast10G183500	AT5G65530
Brast10G022800	AT2G36060
Brast10G006100	AT3G21310
Brast10G019300	AT1G16670
Brast10G110900	AT5G51020
Brast10G112800	AT3G07040
Brast10G148000	AT1G26850
Brast10G084300	AT5G02120
Brast10G128700	AT3G14470
Brast10G124400	AT2G14255
Brast10G055400	AT5G49230
Brast10G058600	AT5G63310
Brast10G034000	AT4G11650
Brast10G107500	AT3G09800
Brast10G023700	AT3G22930
Brast10G096600	AT5G67130
Brast10G047200	AT2G03667
Brast10G055000	AT5G22540
Brast10G114300	AT1G66350
Brast10G177400	AT4G02485
Brast10G074800	AT5G61340
Brast10G094500	AT3G27460
Brast10G174400	AT2G29360
Brast10G125500	AT4G27745
Brast10G038600	AT5G15510
Brast10G008200	AT4G39260
Brast10G151800	AT3G10090
Brast10G057400	AT2G32300
Brast10G061600	AT3G05420
Brast10G171000	AT5G22390
Brast10G005600	AT5G53480
Brast10G054200	AT3G62630
Brast10G094200	AT5G19930
Brast10G112900	AT1G65690
Brast10G067300	AT3G62160
Brast10G191500	AT1G15780
Brast10G037100	AT3G49030
Brast10G013100	AT1G43850
Brast10G037600	AT5G07830
Brast10G105400	AT5G35970
Brast10G191600	AT3G14470
Brast10G073500	AT5G63905
Brast10G065300	AT4G03150
Brast10G198700	AT1G07530
Brast10G004400	AT1G05160
Brast10G124000	AT5G07990
Brast10G099400	AT2G15430
Brast10G180800	AT1G08060
Brast10G200600	AT3G54110
Brast10G183300	AT3G14470
Brast10G035600	AT1G47240
Brast10G148300	AT5G39850
Brast10G062400	AT5G18600
Brast10G047900	AT3G17300
Brast10G070800	AT4G26670
Brast10G144900	AT2G19260
Brast10G107400	AT4G04020
Brast10G030600	AT3G19050
Brast10G112400	AT3G26720
Brast10G005200	AT5G42990
Brast10G038300	AT5G07740
Brast10G172000	AT2G26560
Brast10G195400	AT1G51880
Brast10G167000	AT5G46890
Brast10G156200	AT1G53530
Brast10G052600	AT5G53480
Brast10G021700	AT1G79230
Brast10G198000	AT1G07530
Brast10G000800	AT1G24764
Brast10G035100	AT4G37340
Brast10G016800	AT5G42400
Brast10G162100	AT5G24080
Brast10G141600	AT2G17030
Brast10G050700	AT5G49510
Brast10G197100	AT3G09390
Brast10G044200	AT1G59710
Brast10G156900	AT4G37900
Brast10G079900	AT1G22240
Brast10G025100	AT1G04170
Brast10G107800	AT1G67090
Brast10G079600	AT4G02210
Brast10G174000	AT1G06570
Brast10G026700	AT5G43600
Brast10G185500	AT1G09190
Brast10G159900	ATCG01090
Brast10G126000	AT1G09320
Brast10G070400	AT1G72550
Brast10G110700	AT5G62000
Brast10G159100	AT3G06190
Brast10G057100	AT5G27920
Brast10G117100	AT5G07330
Brast10G068300	AT1G80570
Brast10G046400	AT2G37650
Brast10G064900	AT1G61040
Brast10G199000	AT2G29060
Brast10G039400	AT5G08040
Brast10G179500	AT3G16640
Brast10G125900	AT2G28290
Brast10G060800	AT3G03860
Brast10G051200	AT1G09310
Brast10G044000	AT3G55420
Brast10G031900	AT1G13570
Brast10G102600	AT3G43590
Brast10G069600	AT1G80570
Brast10G139200	AT3G54560
Brast10G006000	AT4G36830
Brast10G091100	AT5G45540
Brast10G124200	AT3G47630
Brast10G076100	AT2G03530
Brast10G127700	AT1G49430
Brast10G084400	AT3G19340
Brast10G049500	AT2G43040
Brast10G045100	AT1G17760
Brast10G162200	AT5G18460
Brast10G030800	AT5G43175
Brast10G128800	AT3G09510
Brast10G085100	AT3G48800
Brast10G132100	AT5G22010
Brast10G157900	AT1G44080
Brast10G100900	AT2G38870
Brast10G185800	AT1G50180
Brast10G186700	AT5G49470
Brast10G022300	AT3G63250
Brast10G104200	AT3G49750
Brast10G111400	AT3G14460
Brast10G012600	AT1G08410
Brast10G040600	AT4G29990
Brast10G070100	AT2G41900
Brast10G001500	AT1G09960
Brast10G196700	AT4G31360
Brast10G134600	AT3G03920
Brast10G152000	AT4G35920
Brast10G171600	AT1G03440
Brast10G132000	AT1G78060
Brast10G193700	AT4G31360
Brast10G161900	AT3G46730
Brast10G012400	AT3G52060
Brast10G011100	AT5G51330
Brast10G013000	AT4G04850
Brast10G085300	AT5G13200
Brast10G178200	AT1G53550
Brast10G006500	AT4G10810
Brast10G133700	AT3G43720
Brast10G031400	AT4G35910
Brast10G055800	AT3G16850
Brast10G093500	AT1G10830
Brast10G080500	AT3G29230
Brast10G185100	AT4G11530
Brast10G097000	AT1G49760
Brast10G156400	AT1G17370
Brast10G158700	AT5G53530
Brast10G024100	AT5G48620
Brast10G172500	AT5G42510
Brast10G071600	AT3G18830
Brast10G173000	AT5G27950
Brast10G098300	AT3G46630
Brast10G008400	AT5G22370
Brast10G088900	AT5G06400
Brast10G171300	AT5G18840
Brast10G159300	AT3G50950
Brast10G141200	AT3G47890
Brast10G039100	AT1G13750
Brast10G018000	AT5G64150
Brast10G094100	AT2G15560
Brast10G151600	AT3G10090
Brast10G026300	AT4G28800
Brast10G058000	AT2G32300
Brast10G195000	AT3G07040
Brast10G036700	AT2G17180
Brast10G041600	AT2G28790
Brast10G116600	AT1G43760
Brast10G118900	AT3G50150
Brast10G112500	AT3G26720
Brast10G069300	AT1G80570
Brast10G062600	AT2G26680
Brast10G001400	AT3G56470
Brast10G163900	AT3G07760
Brast10G040900	AT4G29990
Brast10G182000	AT3G55950
Brast10G190400	AT5G60800
Brast10G085900	AT5G24090
Brast10G120200	AT3G50150
Brast10G138400	AT3G55760
Brast10G096000	AT5G55830
Brast10G059000	AT4G02480
Brast10G098400	AT5G03280
Brast10G011000	AT5G06590
Brast10G052500	AT1G50180
Brast10G066000	AT3G24440
Brast10G118600	AT5G13870
Brast10G183700	AT4G05050
Brast10G123000	AT1G68050
Brast10G179000	AT5G46330
Brast10G073800	AT3G07040
Brast10G199100	AT2G29060
Brast10G122300	AT1G33270
Brast10G101000	AT4G32090
Brast10G088500	AT3G10650
Brast10G090100	AT3G27360
Brast10G025500	AT3G02555
Brast10G118500	AT5G47910
Brast10G007000	AT5G65205
Brast10G044100	AT3G09470
Brast10G023500	AT3G22810
Brast10G140900	AT5G06430
Brast10G072600	AT4G37680
Brast10G008800	AT5G06760
Brast10G124500	AT1G32340
Brast10G113900	AT4G02210
Brast10G115100	AT3G07660
Brast10G170900	AT5G27380
Brast10G092700	AT2G32810
Brast10G046900	AT2G39130
Brast10G192000	AT3G46730
Brast10G194700	AT4G23240
Brast10G114400	AT3G26950
Brast10G080000	AT1G09770
Brast10G084600	AT5G62000
Brast10G129600	AT2G19440
Brast10G092900	AT1G67580
Brast10G155300	AT5G19000
Brast10G169400	AT1G16930
Brast10G037200	AT3G47570
Brast10G069200	AT3G26922
Brast10G087600	AT1G47578
Brast10G078900	AT4G00850
Brast10G158400	AT3G14460
Brast10G113500	AT1G27400
Brast10G015500	AT5G58660
Brast10G177300	AT4G35210
Brast10G070200	AT5G12860
Brast10G125300	AT5G43680
Brast10G188500	AT2G43040
Brast10G139100	AT3G63430
Brast10G167500	AT4G12470
Brast10G019400	AT1G17070
Brast10G053600	AT1G56345
Brast10G099700	AT1G79540
Brast10G191800	AT3G07040
Brast10G138100	AT5G38560
Brast10G037700	AT5G08560
Brast10G192800	AT3G46530
Brast10G094600	AT4G32700
Brast10G183800	AT4G05050
Brast10G089500	AT5G66930
Brast10G066200	AT2G18400
Brast10G083300	AT2G18460
Brast10G174500	AT2G29290
Brast10G116700	AT1G10000
Brast10G194500	AT3G55350
Brast10G016900	AT4G21120
Brast10G194900	AT3G07040
Brast10G163100	AT2G24960
Brast10G000400	AT1G66340
Brast10G077700	AT5G55610
Brast10G003400	AT5G40010
Brast10G135000	AT3G22910
Brast10G093100	AT3G02800
Brast10G038500	AT4G00830
Brast10G000900	AT3G12110
Brast10G091500	AT3G14470
Brast10G191400	AT3G55350
Brast10G168300	AT3G09220
Brast10G162500	AT4G33865
Brast10G199200	AT2G29060
Brast10G046700	AT2G39705
Brast10G024500	AT3G46530
Brast10G056200	AT2G17080
Brast10G104900	AT2G27040
Brast10G184100	AT5G49610
Brast10G179900	AT2G25490
Brast10G104700	AT3G02260
Brast10G077000	AT5G61030
Brast10G035200	AT1G24625
Brast10G200300	AT2G29390
Brast10G138700	AT1G03055
Brast10G048300	AT3G47570
Brast10G055200	AT3G26180
Brast10G097100	AT5G47820
Brast10G177100	AT4G35210
Brast10G027500	AT3G53270
Brast10G069700	AT1G80570
Brast10G187800	AT5G19730
Brast10G084800	AT4G37320
Brast10G026600	AT3G04610
Brast10G023900	AT5G48620
Brast10G129200	AT4G37110
Brast10G015700	AT5G19480
Brast10G108900	AT5G51010
Brast10G178000	AT3G16850
Brast10G010100	AT4G14880
Brast10G144000	AT4G30100
Brast10G177700	AT3G48160
Brast10G056600	AT5G54440
Brast06G200300	AT2G35736
Brast06G226800	AT4G19070
Brast06G072800	AT2G21470
Brast06G176000	AT3G10240
Brast06G117500	AT3G05270
Brast06G172700	AT5G45540
Brast06G107500	AT3G20580
Brast06G119500	AT5G04460
Brast06G246900	AT3G54140
Brast06G188800	AT3G49500
Brast06G061300	AT5G60920
Brast06G210000	AT3G62890
Brast06G009700	AT3G21100
Brast06G156100	AT3G55700
Brast06G081900	AT1G68400
Brast06G060900	AT3G29970
Brast06G027000	AT5G39950
Brast06G098000	AT2G19130
Brast06G054900	AT1G19180
Brast06G244400	AT4G21200
Brast06G230900	AT3G47650
Brast06G217600	AT5G15810
Brast06G185700	AT3G22960
Brast06G036400	AT5G59440
Brast06G213200	AT3G10740
Brast06G097400	AT3G03800
Brast06G086000	AT5G10530
Brast06G241900	AT5G42510
Brast06G241000	AT3G02130
Brast06G244800	AT1G05200
Brast06G066900	AT2G03340
Brast06G138000	AT3G15351
Brast06G065400	AT1G26460
Brast06G245900	AT4G13420
Brast06G216700	AT4G08980
Brast06G221700	AT2G37710
Brast06G021000	AT3G52680
Brast06G081200	AT5G55855
Brast06G012200	AT3G56320
Brast06G107300	AT2G05260
Brast06G181200	AT1G53540
Brast06G106100	AT4G05220
Brast06G234100	AT5G47550
Brast06G107600	AT1G47480
Brast06G021900	AT3G62900
Brast06G171200	AT2G28550
Brast06G179800	AT5G06740
Brast06G092400	AT4G27380
Brast06G132000	AT3G10410
Brast06G121600	AT2G44680
Brast06G006900	AT4G24380
Brast06G099100	AT5G54580
Brast06G144200	AT3G48140
Brast06G235200	AT2G04230
Brast06G065800	AT1G26610
Brast06G021500	AT5G18560
Brast06G239800	AT3G23560
Brast06G192100	AT3G07040
Brast06G030100	AT5G18980
Brast06G125000	AT1G22360
Brast06G016800	AT3G05490
Brast06G054300	AT1G78020
Brast06G201400	AT3G22530
Brast06G075700	AT2G05160
Brast06G090200	AT5G60930
Brast06G202800	AT2G07050
Brast06G061100	AT2G37410
Brast06G028000	AT5G13720
Brast06G042200	AT2G47090
Brast06G110000	AT5G17760
Brast06G121500	AT5G47030
Brast06G137500	AT5G07610
Brast06G103000	AT5G55350
Brast06G209600	AT4G38470
Brast06G017800	AT3G16510
Brast06G113700	AT1G62040
Brast06G071300	AT3G01400
Brast06G206800	AT3G03770
Brast06G182900	AT1G74790
Brast06G014700	AT3G16660
Brast06G184000	AT5G62620
Brast06G102100	AT4G31460
Brast06G035300	AT1G28600
Brast06G013400	AT5G05340
Brast06G099300	AT2G16910
Brast06G102300	AT4G15210
Brast06G218100	AT5G60440
Brast06G111500	AT1G11650
Brast06G043200	AT2G44150
Brast06G016700	AT3G06930
Brast06G042500	AT5G39670
Brast06G120800	AT4G17616
Brast06G102400	AT4G15210
Brast06G084000	AT4G02730
Brast06G022700	AT3G56510
Brast06G003700	AT5G05570
Brast06G212200	AT1G21326
Brast06G106300	AT4G21210
Brast06G242600	AT4G27270
Brast06G098700	AT5G16910
Brast06G025500	AT5G12320
Brast06G145700	AT2G44060
Brast06G237600	AT5G67380
Brast06G151000	AT4G18530
Brast06G168100	AT2G27710
Brast06G191200	AT5G03780
Brast06G184400	AT5G41220
Brast06G188700	AT5G03970
Brast06G119900	AT4G20140
Brast06G247000	AT2G39950
Brast06G063300	AT5G61060
Brast06G067800	AT5G45890
Brast06G240400	AT3G29760
Brast06G021200	AT5G57655
Brast06G062500	AT1G13740
Brast06G015800	AT1G02860
Brast06G141300	AT3G15140
Brast06G236400	AT5G44120
Brast06G020800	AT1G67500
Brast06G042900	AT5G22740
Brast06G143100	AT1G01230
Brast06G238200	AT3G50950
Brast06G049800	AT2G26210
Brast06G124000	AT5G51220
Brast06G104600	AT4G23230
Brast06G197900	AT5G48120
Brast06G057600	AT2G23930
Brast06G110300	AT3G50930
Brast06G147700	AT1G71490
Brast06G045200	AT2G47090
Brast06G214600	AT5G22050
Brast06G072600	AT5G56780
Brast06G166100	AT1G15030
Brast06G055200	AT5G51740
Brast06G206400	AT2G36320
Brast06G222500	AT4G19090
Brast06G067200	AT5G47550
Brast06G021600	AT5G18540
Brast06G243500	AT1G08470
Brast06G213000	AT5G07990
Brast06G182400	AT3G28580
Brast06G145000	AT5G05800
Brast06G050300	AT1G21550
Brast06G178600	AT5G19050
Brast06G037000	AT4G11290
Brast06G108900	AT2G36380
Brast06G011800	AT2G02560
Brast06G027900	AT3G60910
Brast06G085900	AT2G41835
Brast06G184500	AT1G02800
Brast06G111300	AT5G54910
Brast06G056200	AT2G05940
Brast06G120900	AT4G38180
Brast06G007800	AT2G41070
Brast06G017400	AT5G10625
Brast06G091400	AT3G21790
Brast06G200800	AT4G10160
Brast06G058200	AT3G50690
Brast06G141200	AT3G15140
Brast06G063700	AT4G27250
Brast06G009300	AT2G39050
Brast06G102800	AT4G23180
Brast06G073500	AT1G27461
Brast06G027800	AT3G63470
Brast06G141000	AT3G15430
Brast06G003200	AT4G33070
Brast06G033800	AT5G23530
Brast06G142900	AT1G49245
Brast06G027700	AT5G13630
Brast06G173400	AT3G11960
Brast06G087700	AT2G32190
Brast06G022900	AT5G12110
Brast06G176400	AT5G04320
Brast06G091700	AT2G29990
Brast06G190000	AT3G09510
Brast06G200100	AT1G76600
Brast06G174500	AT3G04890
Brast06G245800	AT1G11700
Brast06G197200	AT3G22840
Brast06G066000	AT5G61210
Brast06G137100	AT3G26922
Brast06G174100	AT4G14930
Brast06G086400	AT2G26975
Brast06G006500	AT5G19370
Brast06G219600	AT3G19690
Brast06G097600	AT3G55530
Brast06G059400	AT3G25970
Brast06G146100	AT3G42860
Brast06G181400	AT2G43290
Brast06G028300	AT3G18080
Brast06G206700	AT3G57030
Brast06G128400	AT3G63280
Brast06G223000	AT1G46408
Brast06G029500	AT1G03260
Brast06G200700	AT1G72310
Brast06G083400	AT5G28150
Brast06G206100	AT3G03740
Brast06G178100	AT4G03220
Brast06G240300	AT1G69120
Brast06G084700	AT3G07040
Brast06G221800	AT2G37710
Brast06G012500	AT2G30395
Brast06G211100	AT2G02140
Brast06G011000	AT2G40770
Brast06G212900	AT5G22000
Brast06G017500	AT4G15770
Brast06G190600	AT5G41220
Brast06G046200	AT1G53720
Brast06G034300	AT1G47260
Brast06G085100	AT3G22380
Brast06G042400	AT4G27490
Brast06G038700	AT3G62210
Brast06G154800	AT3G62110
Brast06G039100	AT1G64160
Brast06G242700	AT4G11800
Brast06G175700	AT4G13270
Brast06G052900	AT1G22400
Brast06G143500	AT1G78922
Brast06G098500	AT5G41220
Brast06G109300	AT1G76320
Brast06G247300	AT1G01530
Brast06G229200	AT1G17230
Brast06G091600	AT5G44240
Brast06G048000	AT5G49040
Brast06G089000	AT1G03590
Brast06G067400	AT1G69420
Brast06G055300	AT1G72480
Brast06G192200	AT5G03610
Brast06G086100	AT5G19855
Brast06G004600	AT5G13610
Brast06G211400	AT4G35160
Brast06G037100	AT1G05250
Brast06G006400	AT3G12250
Brast06G245400	AT4G16740
Brast06G047200	AT4G38180
Brast06G097700	AT1G11380
Brast06G012400	AT5G01840
Brast06G021800	AT3G02050
Brast06G240100	AT1G70790
Brast06G131900	AT4G07390
Brast06G106500	AT5G15170
Brast06G119000	AT4G28370
Brast06G025100	AT3G54480
Brast06G020600	AT5G18640
Brast06G055800	AT3G51420
Brast06G017200	AT2G32630
Brast06G016300	AT5G65550
Brast06G026600	AT1G09920
Brast06G207100	AT3G17675
Brast06G079300	AT5G19850
Brast06G177400	AT4G36790
Brast06G089900	AT2G27920
Brast06G107200	AT4G10955
Brast06G108700	AT5G54840
Brast06G093900	AT1G19260
Brast06G237700	AT2G23090
Brast06G216400	AT3G02430
Brast06G185600	AT3G09630
Brast06G074200	AT5G47540
Brast06G018500	AT1G65260
Brast06G186100	AT3G57030
Brast06G212600	AT5G21990
Brast06G147500	AT1G24310
Brast06G008700	AT5G39660
Brast06G014600	AT5G27850
Brast06G166700	AT5G08530
Brast06G021100	AT1G58310
Brast06G247800	AT5G14390
Brast06G230300	AT3G57030
Brast06G051200	AT4G00450
Brast06G107900	AT5G64700
Brast06G045000	AT2G13820
Brast06G029700	AT2G47280
Brast06G200200	AT1G76600
Brast06G059600	AT1G13420
Brast06G012900	AT2G38370
Brast06G056600	AT5G21950
Brast06G074400	AT4G16490
Brast06G113600	AT4G04630
Brast06G098200	AT5G16910
Brast06G215400	AT3G57030
Brast06G063100	AT5G61030
Brast06G240500	AT1G74160
Brast06G066700	AT5G39410
Brast06G110900	AT4G21820
Brast06G066200	AT5G07810
Brast06G046300	AT5G64610
Brast06G185500	AT2G44710
Brast06G116600	AT5G13010
Brast06G033900	AT5G23530
Brast06G116800	AT1G66235
Brast06G054800	AT1G17370
Brast06G090900	AT1G61250
Brast06G180200	AT3G14470
Brast06G155000	AT3G25230
Brast06G021700	AT4G02210
Brast06G076300	AT2G16120
Brast06G123900	AT3G16940
Brast06G214100	AT1G08465
Brast06G019200	AT5G18670
Brast06G041500	AT3G13560
Brast06G144400	AT3G26020
Brast06G198000	AT3G07040
Brast06G005000	AT4G28760
Brast06G076600	AT1G17860
Brast06G238800	AT5G15350
Brast06G053800	AT1G35780
Brast06G059300	AT4G14540
Brast06G112500	AT1G50700
Brast06G028100	AT2G41770
Brast06G128500	AT1G25220
Brast06G226100	AT1G60170
Brast06G087900	AT1G31175
Brast06G101200	AT3G02780
